Carimbo de data/hora,Avaliador,Equipe avaliada,Aliança,Partida:,Robô operacional,Mobilidade (autônomo),"Peças de jogo (autônomo): 
Pontuou na ROW inferior","Peças de jogo (autônomo): 
Pontuou na ROW do meio","Peças de jogo (autônomo): 
Pontuou na ROW do topo",Robô contato com a charge station (autonômo):,"Peças de jogo (teleoperado): 
Pontuou na ROW inferior","Peças de jogo (teleoperado): 
Pontuou na ROW do meio","Peças de jogo (teleoperado): 
Pontuou na ROW do topo",Robô contato com a charge station (teleoperado):,"Link (teleoperado):
3 NODES adjacentes com peças de jogo pontuando","Park (teleoperado):
Todos os bumpers do robô dentro da sua comunidade sem estar DOCKED","Coopertion bonus (qualificatória):
Ao menos 3 PEÇAS DE JOGO foram pontuadas em cada CO-OP GRID da aliança","Activation bonus (qualificatória):
Ao menos 26 pontos foram ganhos com a CHARGE STATION durante o período autonômo e/ou endgame",Resultado final (qualificatória):,Pontuação de penalidade da aliança oposta:
17/03/2023 13:15:05,8,7033 | Roosters,Vermelho,Qualificatória,Sim,Sim,1,0,0,Não fez contato,2,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),2,Não,Não,Não,Equipe ganhou,
17/03/2023 13:26:01,4,9163 | HYDRA,Azul,Qualificatória,Temporariamente,Não,0,0,0,Não fez contato,0,0,0,Não fez contato,1,Sim,Sim,Sim,Equipe ganhou,0
17/03/2023 13:26:48,8,5800 | Magic Island Robotics,Vermelho,Qualificatória,Sim,Sim,0,0,0,Não fez contato,1,0,3,Não fez contato,1,Sim,Não,Sim,Equipe perdeu,17
17/03/2023 13:26:53,9,9199 | SESI SENAI SHARKS,Azul,Qualificatória,Sim,Sim,1,0,0,Não fez contato,0,1,0,Não fez contato,2,Não,Sim,Sim,Equipe ganhou,0
17/03/2023 13:26:55,6,9164 | Tech Vikings,Azul,Qualificatória,Sim,Sim,0,1,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),2,3,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),2,Sim,Sim,Sim,Equipe ganhou,0
17/03/2023 13:27:04,2,9110 | Atomiic,Vermelho,Qualificatória,Sim,Sim,0,0,0,Não fez contato,1,1,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,Não,Não,Sim,Equipe perdeu,0
17/03/2023 13:27:33,3,9200 | SESI SENAI STARDUST,Vermelho,Qualificatória,Sim,Não,0,0,1,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,0,3,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Não,Não,Sim,Equipe perdeu,17
17/03/2023 13:34:05,3,9165 | Starbots FRC,Vermelho,Qualificatória,Temporariamente,Não,0,0,0,Não fez contato,0,0,2,Não fez contato,0,Sim,Sim,Não,Equipe perdeu,
17/03/2023 13:34:09,9,8276 | ETECHNOLOGY#8276,Azul,Qualificatória,Sim,Não,0,0,0,Não fez contato,3,7,7,Não fez contato,1,Sim,Sim,Não,Equipe ganhou,0
17/03/2023 13:34:24,1,9305 | Mont,Azul,Qualificatória,Não,Não,1,0,0,Não fez contato,0,1,2,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Não,Sim,Não,,
17/03/2023 13:34:34,2,6404 | Brazilian Storm,Vermelho,Qualificatória,Sim,Sim,0,0,0,Não fez contato,1,1,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Não,Não,Não,Equipe perdeu,0
17/03/2023 13:34:38,6,7459 | Taubatexas Robotics,Azul,Qualificatória,Sim,Não,0,0,0,Não fez contato,0,1,1,Não fez contato,0,Não,Não,Não,Equipe ganhou,0
17/03/2023 13:34:39,8,8066 | WOLF ARMY ROBOTICS,Vermelho,Qualificatória,Sim,Não,0,0,0,Não fez contato,1,1,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,Não,Sim,Não,Equipe perdeu,
17/03/2023 13:42:15,9,9050 | Tucanus,Azul,Qualificatória,Sim,Não,0,0,0,Não fez contato,3,0,2,DOCKED e NÃO ENGAGED (robô em contato com a charge station),0,Não,Sim,Não,Equipe perdeu,5
17/03/2023 13:42:17,3,9261 | Under Pressure,Vermelho,Qualificatória,Sim,Não,1,0,0,Não fez contato,1,0,0,Não fez contato,0,Sim,Não,Não,Equipe ganhou,
17/03/2023 13:42:38,2,9066 | Cavalo Vendado,Vermelho,Qualificatória,Sim,Sim,0,0,1,Não fez contato,3,6,1,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,Não,Não,Não,Equipe ganhou,5
17/03/2023 13:43:40,1,9087 | steamachines,Azul,Qualificatória,Não,Sim,0,0,0,Não fez contato,1,0,0,DOCKED e NÃO ENGAGED (robô em contato com a charge station),0,Não,Sim,Não,Equipe perdeu,5
17/03/2023 13:44:41,8,9048 | SESI/SENAI P0t1BOT (Potibot),Vermelho,Qualificatória,Sim,Sim,0,1,0,Não fez contato,1,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,Não,Não,Não,Equipe ganhou,
17/03/2023 13:52:28,4,7563 | SESI SENAI MEGAZORD,Azul,Qualificatória,Sim,Sim,0,0,1,DOCKED e NÃO ENGAGED (robô em contato com a charge station),0,3,1,DOCKED e NÃO ENGAGED (robô em contato com a charge station),4,Não,Sim,Não,Equipe ganhou,
17/03/2023 13:52:36,9,7567 | SESI SENAI OCTOPUS,Azul,Qualificatória,Sim,Sim,0,0,1,Não fez contato,0,0,4,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),4,Não,Sim,Não,Equipe ganhou,15
17/03/2023 13:53:25,8,9047 | SESI SENAI SC TechMaker Robotics,Vermelho,Qualificatória,Sim,Sim,0,0,1,Não fez contato,0,0,2,Não fez contato,2,Não,Não,Não,Equipe perdeu,
17/03/2023 13:54:38,3,9196 | Steel Claw Robotics,Vermelho,Qualificatória,Temporariamente,Não,0,0,0,Não fez contato,1,0,0,Não fez contato,2,Sim,Não,Não,Equipe perdeu,
17/03/2023 13:54:46,2,9219 | Nine Tails,Vermelho,Qualificatória,Sim,Sim,1,0,0,Não fez contato,1,0,3,Não fez contato,1,Não,Não,Não,Equipe perdeu,0
17/03/2023 13:56:28,7,9169 | AGROTECH,Azul,Qualificatória,Sim,Não,0,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,2,0,DOCKED e NÃO ENGAGED (robô em contato com a charge station),0,Não,Não,Não,Equipe perdeu,0
17/03/2023 14:03:04,6,9195 | Team ProdiXy,Azul,Qualificatória,Sim,Sim,1,0,0,Não fez contato,0,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,Sim,Não,Não,Equipe perdeu,5
17/03/2023 14:03:17,4,9046 | SESI SENAI BBTECH,Azul,Qualificatória,Sim,Não,1,0,0,Não fez contato,0,0,0,Não fez contato,0,Não,Não,Não,Equipe perdeu,5
17/03/2023 14:03:30,2,9166 | TecRobot,Vermelho,Qualificatória,Sim,Sim,0,0,0,Não fez contato,1,1,0,Não fez contato,1,Sim,Não,Não,Equipe ganhou,0
17/03/2023 14:03:31,3,9085 | SESI SENAI MEGA HARPY,Vermelho,Qualificatória,Sim,Não,0,1,0,Não fez contato,2,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Não,Não,Não,Equipe ganhou,
17/03/2023 14:03:34,9,9045 | North Lions SESI/SENAI,Azul,Qualificatória,Sim,Sim,1,0,0,Não fez contato,2,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,Não,Não,Não,Equipe perdeu,5
17/03/2023 14:03:35,5,7033 | Roosters,Vermelho,Qualificatória,Sim,Sim,0,0,0,Não fez contato,0,1,0,Não fez contato,1,Não,Não,Não,Equipe ganhou,0
17/03/2023 14:10:48,6,1772 | The Brazilian Trail Blazers,Azul,Qualificatória,Sim,Sim,0,1,0,Não fez contato,0,1,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Sim,Não,Sim,Equipe perdeu,5
17/03/2023 14:11:00,3,1860 | Alphabots,Vermelho,Qualificatória,Sim,Não,0,0,0,DOCKED e NÃO ENGAGED (robô em contato com a charge station),0,0,3,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Não,Não,Não,Equipe ganhou,
17/03/2023 14:11:05,2,6902 | STRIKE,Vermelho,Qualificatória,Sim,Sim,0,0,0,Não fez contato,0,1,0,Não fez contato,1,Sim,Não,Sim,Equipe ganhou,0
17/03/2023 14:11:06,5,9178 | Cyber One,Vermelho,Qualificatória,Sim,Sim,0,0,0,Não fez contato,2,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Não,Não,Sim,Equipe ganhou,10
17/03/2023 14:11:23,4,1772 | The Brazilian Trail Blazers,Azul,Qualificatória,Sim,Não,0,1,0,Não fez contato,0,3,0,Não fez contato,1,Sim,Não,Não,Equipe perdeu,0
17/03/2023 14:21:16,6,7565 | SESI SENAI ROBONATICOS,Azul,Qualificatória,Sim,Sim,0,0,1,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,0,2,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Sim,Sim,Não,Equipe perdeu,5
17/03/2023 14:21:45,4,8882 | Infinity BR,Azul,Qualificatória,Sim,Não,0,0,0,Não fez contato,0,0,0,Não fez contato,1,Sim,Não,Não,Equipe perdeu,5
17/03/2023 14:22:40,3,1156 | Under Control,Vermelho,Qualificatória,Sim,Não,0,1,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,5,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),3,Não,Sim,Sim,Equipe ganhou,
17/03/2023 14:22:42,5,9218 | Alpha Technology,Vermelho,Qualificatória,Sim,Sim,0,0,1,Não fez contato,0,0,0,Não fez contato,3,Não,Sim,Sim,Equipe ganhou,5
17/03/2023 14:28:09,8,8276 | ETECHNOLOGY#8276,Vermelho,Qualificatória,Não,Não,0,0,0,Não fez contato,1,0,0,Não fez contato,0,Não,Sim,Não,Equipe ganhou,
17/03/2023 14:30:01,4,9110 | Atomiic,Azul,Qualificatória,Sim,Não,0,0,0,Não fez contato,1,2,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Não,Não,Não,Equipe perdeu,10
17/03/2023 14:29:45,5,9199 | SESI SENAI SHARKS,Vermelho,Qualificatória,Sim,Não,0,0,0,DOCKED e NÃO ENGAGED (robô em contato com a charge station),0,1,1,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Não,Sim,Sim,Equipe ganhou,
17/03/2023 14:30:05,2,9165 | Starbots FRC,Vermelho,Qualificatória,Sim,Não,0,0,0,Não fez contato,2,0,1,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Não,Sim,Não,Equipe ganhou,0
17/03/2023 14:30:38,6,9050 | Tucanus,Azul,Qualificatória,Sim,Sim,0,0,0,Não fez contato,3,1,0,Não fez contato,1,Sim,Não,Não,Equipe perdeu,0
17/03/2023 14:38:04,8,9305 | Mont,Vermelho,Qualificatória,Sim,Não,1,0,0,Não fez contato,0,1,2,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),2,Não,Sim,Não,Equipe ganhou,
17/03/2023 14:38:09,2,9219 | Nine Tails,Vermelho,Qualificatória,Sim,Sim,1,0,0,Não fez contato,0,2,2,Não fez contato,2,Não,Sim,Não,Equipe ganhou,0
17/03/2023 14:38:37,9,9196 | Steel Claw Robotics,Azul,Qualificatória,Sim,Não,0,0,0,Não fez contato,1,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Não,Não,Sim,Equipe perdeu,10
17/03/2023 14:38:45,6,9200 | SESI SENAI STARDUST,Azul,Qualificatória,Sim,Sim,0,0,1,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,0,3,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Sim,Não,Sim,Equipe perdeu,10
17/03/2023 14:38:51,4,9087 | steamachines,Azul,Qualificatória,Sim,Sim,0,0,0,Não fez contato,1,0,0,Não fez contato,1,Não,Não,Sim,Equipe perdeu,0
17/03/2023 14:39:00,5,9164 | Tech Vikings,Vermelho,Qualificatória,Sim,Não,0,1,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,2,6,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),2,Não,Sim,Sim,Equipe ganhou,10
17/03/2023 14:49:26,9,7563 | SESI SENAI MEGAZORD,Azul,Qualificatória,Sim,Não,0,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,2,2,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Não,Sim,Não,Equipe ganhou,0
17/03/2023 14:49:09,8,9195 | Team ProdiXy,Vermelho,Qualificatória,Sim,Não,1,0,0,Não fez contato,0,0,0,Não fez contato,0,Não,Não,Não,Equipe perdeu,10
17/03/2023 14:49:43,3,9066 | Cavalo Vendado,Vermelho,Qualificatória,Sim,Não,0,0,1,Não fez contato,0,0,1,Não fez contato,0,Sim,Não,Não,Equipe perdeu,
17/03/2023 14:49:46,2,6404 | Brazilian Storm,Vermelho,Qualificatória,Sim,Sim,0,0,0,Não fez contato,2,0,1,Não fez contato,0,Não,Não,Não,Equipe perdeu,0
17/03/2023 14:56:18,9,9163 | HYDRA,Azul,Qualificatória,Não,Não,0,0,0,Não fez contato,0,0,0,Não fez contato,0,Não,Não,Não,,
17/03/2023 14:56:50,4,9166 | TecRobot,Azul,Qualificatória,Sim,Sim,0,0,0,Não fez contato,2,0,0,Não fez contato,1,Sim,Sim,Não,Equipe ganhou,0
17/03/2023 14:57:55,6,7033 | Roosters,Azul,Qualificatória,Sim,Sim,1,0,0,Não fez contato,2,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,Sim,Não,Não,Equipe perdeu,0
17/03/2023 14:58:33,2,7567 | SESI SENAI OCTOPUS,Vermelho,Qualificatória,Sim,Sim,0,0,1,Não fez contato,0,0,5,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),3,Não,Sim,Sim,Equipe ganhou,
17/03/2023 14:59:24,3,1860 | Alphabots,Vermelho,Qualificatória,Sim,Não,0,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,0,2,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),3,Não,Sim,Sim,Equipe ganhou,
17/03/2023 14:59:25,1,7459 | Taubatexas Robotics,Vermelho,Qualificatória,Não,Não,1,0,0,Não fez contato,0,0,0,Não fez contato,3,Sim,Sim,Sim,Equipe ganhou,0
17/03/2023 15:06:30,3,7565 | SESI SENAI ROBONATICOS,Vermelho,Qualificatória,Sim,Não,0,0,1,DOCKED e NÃO ENGAGED (robô em contato com a charge station),0,4,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),2,Não,Sim,Não,Equipe ganhou,
17/03/2023 15:06:33,2,9178 | Cyber One,Vermelho,Qualificatória,Sim,Não,1,0,0,Não fez contato,1,1,0,Não fez contato,2,Não,Sim,Não,Equipe ganhou,2
17/03/2023 15:07:14,4,9049 | SESI SENAI STEAMPUNK MONKEY FRC,Azul,Qualificatória,Sim,Não,0,0,0,Não fez contato,0,0,0,Não fez contato,0,Sim,Não,Não,Equipe perdeu,10
17/03/2023 15:07:45,1,8066 | WOLF ARMY ROBOTICS,Vermelho,Qualificatória,Não,Não,0,0,0,Não fez contato,2,0,0,Não fez contato,2,Não,Sim,Não,Equipe ganhou,10
17/03/2023 15:08:06,9,349175 | BrainMachine-FRC,Azul,Qualificatória,Sim,Sim,0,1,0,Não fez contato,1,1,0,DOCKED e NÃO ENGAGED (robô em contato com a charge station),0,Não,Não,Não,Equipe perdeu,10
17/03/2023 15:13:51,3,1156 | Under Control,Vermelho,Qualificatória,Sim,Não,0,1,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),3,2,1,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),3,Não,Sim,Sim,Equipe ganhou,
17/03/2023 15:13:58,6,9048 | SESI/SENAI P0t1BOT (Potibot),Azul,Qualificatória,Sim,Sim,0,1,0,Não fez contato,1,1,0,Não fez contato,0,Sim,Não,Não,Equipe perdeu,5
17/03/2023 15:15:03,9,9045 | North Lions SESI/SENAI,Azul,Qualificatória,Sim,Sim,0,0,0,Não fez contato,0,0,0,DOCKED e NÃO ENGAGED (robô em contato com a charge station),0,Não,Não,Não,Equipe perdeu,5
17/03/2023 15:15:27,2,9047 | SESI SENAI SC TechMaker Robotics,Vermelho,Qualificatória,Sim,Sim,0,0,1,Não fez contato,1,3,1,Não fez contato,3,Sim,Sim,Sim,Equipe ganhou,5
17/03/2023 15:15:28,1,9168 | AGROBOT,Vermelho,Qualificatória,Não,Sim,0,0,0,Não fez contato,2,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),3,Não,Sim,Sim,Equipe ganhou,5
17/03/2023 15:17:37,4,9162 | ALL MIGHT,Azul,Qualificatória,Sim,Não,1,0,0,Não fez contato,0,1,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,Não,Não,Não,Equipe perdeu,5
17/03/2023 15:22:43,4,9218 | Alpha Technology,Azul,Qualificatória,Sim,Não,1,0,0,Não fez contato,3,0,0,Não fez contato,1,Sim,Não,Não,Equipe perdeu,
17/03/2023 15:22:45,9,8882 | Infinity BR,Azul,Qualificatória,Sim,Não,0,0,0,Não fez contato,0,0,0,DOCKED e NÃO ENGAGED (robô em contato com a charge station),0,Não,Não,Não,Equipe perdeu,0
17/03/2023 15:22:53,1,6902 | STRIKE,Vermelho,Prática,Não,Não,0,1,0,Não fez contato,0,1,0,Não fez contato,0,Sim,Sim,Sim,Equipe ganhou,27
17/03/2023 15:22:59,6,5800 | Magic Island Robotics,Azul,Qualificatória,Sim,Sim,0,0,1,Não fez contato,2,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Sim,Não,,Equipe perdeu,0
17/03/2023 15:23:38,3,9169 | AGROTECH,Vermelho,Qualificatória,Sim,Não,1,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,0,3,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,Não,Sim,Sim,Equipe ganhou,27
17/03/2023 15:23:38,2,1772 | The Brazilian Trail Blazers,Azul,Qualificatória,Sim,Sim,0,1,0,Não fez contato,3,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,Não,Sim,Sim,Equipe ganhou,0
17/03/2023 15:33:34,8,8276 | ETECHNOLOGY#8276,Vermelho,Qualificatória,Sim,Sim,0,0,0,Não fez contato,1,0,0,Não fez contato,0,Sim,Não,Não,Equipe perdeu,
17/03/2023 15:34:01,4,9200 | SESI SENAI STARDUST,Azul,Qualificatória,Sim,Não,0,0,1,DOCKED e NÃO ENGAGED (robô em contato com a charge station),0,0,4,Não fez contato,2,Não,Sim,Sim,Equipe ganhou,0
17/03/2023 15:34:23,9,9219 | Nine Tails,Azul,Qualificatória,Sim,Não,0,0,0,Não fez contato,0,0,3,DOCKED e NÃO ENGAGED (robô em contato com a charge station),1,Não,Sim,Não,Equipe ganhou,0
17/03/2023 15:34:38,1,8276 | ETECHNOLOGY#8276,Vermelho,Qualificatória,Não,Sim,0,0,0,Não fez contato,0,0,0,Não fez contato,0,Sim,Não,Não,Equipe perdeu,0
17/03/2023 15:36:08,3,9046 | SESI SENAI BBTECH,Vermelho,Qualificatória,Sim,Não,1,0,0,Não fez contato,1,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,Não,Não,Não,Equipe perdeu,
17/03/2023 15:41:05,3,9110 | Atomiic,Vermelho,Qualificatória,Sim,Não,0,0,0,DOCKED e NÃO ENGAGED (robô em contato com a charge station),0,1,1,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,Não,Não,Não,Equipe perdeu,
17/03/2023 15:41:28,9,9196 | Steel Claw Robotics,Azul,Qualificatória,Sim,Não,0,0,0,Não fez contato,0,0,0,Não fez contato,1,Sim,Não,Sim,Equipe ganhou,0
17/03/2023 15:41:43,8,9087 | steamachines,Vermelho,Qualificatória,Sim,Sim,0,0,0,Não fez contato,3,0,0,Não fez contato,0,Sim,Não,Não,Equipe perdeu,
17/03/2023 15:41:50,4,1860 | Alphabots,Azul,Qualificatória,Sim,Não,0,0,0,DOCKED e NÃO ENGAGED (robô em contato com a charge station),0,0,2,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Não,Não,Sim,Equipe ganhou,
17/03/2023 15:42:14,5,9196 | Steel Claw Robotics,Vermelho,Qualificatória,Sim,Sim,0,0,0,Não fez contato,1,0,0,Não fez contato,1,Sim,Não,Sim,Equipe ganhou,0
17/03/2023 15:53:12,9,9195 | Team ProdiXy,Azul,Qualificatória,Não,Não,0,0,0,Não fez contato,0,0,0,Não fez contato,0,Não,Sim,Não,Equipe ganhou,0
17/03/2023 15:53:25,5,9305 | Mont,Vermelho,Qualificatória,Temporariamente,Não,0,0,0,Não fez contato,1,0,2,Não fez contato,1,Não,Não,Não,Equipe perdeu,5
17/03/2023 15:53:33,8,9178 | Cyber One,Vermelho,Qualificatória,Sim,Sim,0,0,0,Não fez contato,1,1,0,Não fez contato,1,Não,Não,Não,Equipe perdeu,
17/03/2023 15:53:44,3,349175 | BrainMachine-FRC,Vermelho,Qualificatória,Sim,Sim,0,0,1,Não fez contato,0,1,1,Não fez contato,1,Não,Sim,Não,Equipe perdeu,5
17/03/2023 15:54:20,4,7459 | Taubatexas Robotics,Azul,Qualificatória,Sim,Não,0,0,0,Não fez contato,0,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,Não,Sim,Não,Equipe ganhou,
17/03/2023 16:01:43,9,9165 | Starbots FRC,Azul,Qualificatória,Sim,Não,0,0,0,Não fez contato,0,0,2,DOCKED e NÃO ENGAGED (robô em contato com a charge station),0,Não,Não,Não,Equipe ganhou,0
17/03/2023 16:01:55,3,9049 | SESI SENAI STEAMPUNK MONKEY FRC,Vermelho,Qualificatória,Temporariamente,Não,0,0,0,Não fez contato,2,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,Não,Não,Não,Equipe perdeu,
17/03/2023 16:01:56,2,9048 | SESI/SENAI P0t1BOT (Potibot),Azul,Qualificatória,Não,Não,0,0,0,Não fez contato,0,0,0,Não fez contato,0,Não,Não,Não,Equipe perdeu,2
17/03/2023 16:02:18,8,8066 | WOLF ARMY ROBOTICS,Vermelho,Qualificatória,Sim,Não,0,0,0,Não fez contato,1,1,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,Não,,Não,Equipe perdeu,15
17/03/2023 16:03:07,5,7567 | SESI SENAI OCTOPUS,Azul,Qualificatória,Sim,Não,0,0,1,DOCKED e NÃO ENGAGED (robô em contato com a charge station),0,0,3,DOCKED e NÃO ENGAGED (robô em contato com a charge station),0,Não,Não,Não,Equipe ganhou,15
17/03/2023 16:03:54,4,9162 | ALL MIGHT,Azul,Qualificatória,Sim,Sim,1,0,0,Não fez contato,0,1,0,Não fez contato,0,Sim,Não,Não,Equipe ganhou,0
17/03/2023 16:08:40,8,9047 | SESI SENAI SC TechMaker Robotics,Vermelho,Qualificatória,Sim,Não,0,0,0,Não fez contato,1,0,2,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),2,Não,Sim,Sim,Equipe ganhou,
17/03/2023 16:08:45,3,7563 | SESI SENAI MEGAZORD,Vermelho,Qualificatória,Sim,Não,0,0,1,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,0,3,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),2,Não,Sim,Sim,Equipe ganhou,
17/03/2023 16:09:20,5,9218 | Alpha Technology,Azul,Qualificatória,Sim,Não,0,1,0,Não fez contato,0,1,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),2,Não,Não,Sim,Equipe ganhou,0
17/03/2023 16:09:26,9,1772 | The Brazilian Trail Blazers,Azul,Qualificatória,Sim,Não,0,0,0,Não fez contato,0,2,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),2,Não,Não,Não,Equipe perdeu,0
17/03/2023 16:10:13,2,9047 | SESI SENAI SC TechMaker Robotics,Vermelho,Qualificatória,Sim,Sim,0,0,1,Não fez contato,0,4,2,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),2,Não,Sim,Sim,Equipe ganhou,00
17/03/2023 16:16:23,1,9302 | Northstar,Vermelho,Qualificatória,Não,Não,0,0,0,Não fez contato,2,1,0,Não fez contato,1,Sim,Não,Não,,
17/03/2023 16:17:13,4,7033 | Roosters,Azul,Qualificatória,Sim,Sim,1,0,0,Não fez contato,0,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),2,Não,Não,Sim,Equipe ganhou,0
17/03/2023 16:18:34,2,9085 | SESI SENAI MEGA HARPY,Vermelho,Qualificatória,Sim,Sim,0,1,0,Não fez contato,1,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,Não,Não,Não,Equipe perdeu,10
17/03/2023 16:19:06,8,9066 | Cavalo Vendado,Vermelho,Qualificatória,Sim,Sim,0,0,1,Não fez contato,0,0,1,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Não,Não,Não,Equipe perdeu,
17/03/2023 16:24:26,4,6404 | Brazilian Storm,Azul,Qualificatória,Sim,Sim,0,0,0,Não fez contato,0,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,Não,Não,Não,Equipe perdeu,5
17/03/2023 16:24:43,3,9169 | AGROTECH,Vermelho,Qualificatória,Temporariamente,Não,0,0,0,Não fez contato,3,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),3,Não,Sim,Sim,Equipe ganhou,
17/03/2023 16:24:57,2,7565 | SESI SENAI ROBONATICOS,Vermelho,Qualificatória,Sim,Sim,0,0,1,Não fez contato,2,2,0,Não fez contato,3,Sim,Sim,Não,Equipe ganhou,0
17/03/2023 16:25:28,1,1156 | Under Control,Vermelho,Qualificatória,Sim,Não,1,0,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),0,3,0,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),3,Não,Sim,Sim,Equipe ganhou,0
17/03/2023 16:33:22,9,9199 | SESI SENAI SHARKS,Azul,Qualificatória,Sim,Sim,1,0,0,Não fez contato,1,1,1,DOCKED e ENGAGED (robô em contato com a charge station nivelada em conjunto com os outros robôs),1,Não,Não,Não,Equipe ganhou,0
